LSOA11CD,GridE100_mean,GridN100_mean,Count,Need_Mid,Need_High
E01021473,"559,346.49","190,699.19",69,0,0
E01021474,"559,845.57","192,606.07",28,0,0
E01021475,"559,443.29","192,681.68",28,0,0
E01021538,"573,846.00","219,496.00",1,0,0
E01021593,"574,934.68","194,479.94",34,0,0
E01021594,"577,734.35","195,547.85",20,0,0
E01021595,"574,859.75","194,987.86",36,0,0
E01021604,"571,780.55","195,788.00",62,0,0
E01021741,"543,441.14","205,740.86",57,0,0
E01021756,"547,277.65","202,386.29",34,0,0
E01021757,"546,174.68","201,856.77",57,0,0
E01021758,"545,732.52","201,525.77",31,1,0
E01021759,"546,076.73","201,016.27",26,0,0
E01021760,"546,092.64","202,933.36",28,0,0
E01021761,"547,017.29","203,654.44",63,0,0
E01021762,"545,915.24","202,395.52",29,0,0
E01021763,"545,423.13","201,902.83",30,0,0
E01021768,"550,164.03","210,849.43",95,0,0
E01021769,"558,719.50","201,368.50",2,0,0
E01021771,"543,545.41","195,769.79",29,1,0
E01021772,"543,293.03","196,203.25",32,0,0
E01021773,"543,723.86","196,095.93",29,0,0
E01021774,"544,307.71","197,691.29",21,0,0
E01021775,"544,417.54","196,928.57",28,1,0
E01021776,"544,197.00","196,505.75",24,0,0
E01021777,"544,043.63","197,457.54",24,0,0
E01021778,"543,941.61","197,020.14",28,0,0
E01021779,"543,631.07","197,395.11",27,1,0
E01021780,"541,558.86","195,274.64",36,0,0
E01021781,"541,909.65","196,087.73",37,0,0
E01021782,"541,919.66","195,688.91",32,0,0
E01021783,"542,858.73","195,445.73",26,0,0
E01021784,"542,687.79","195,211.08",24,0,0
E01021785,"542,388.30","195,007.27",30,1,0
E01021786,"543,099.88","197,153.88",25,0,0
E01021787,"542,634.28","197,129.90",39,0,0
E01021788,"543,289.88","197,765.09",34,0,0
E01021789,"542,861.03","196,511.47",32,0,0
E01021790,"543,496.14","196,626.05",22,0,0
E01021791,"542,284.66","196,375.91",44,0,0
E01021792,"537,694.17","206,426.21",29,0,0
E01021795,"549,128.42","214,232.39",38,0,0
E01021796,"552,605.10","209,551.45",20,0,0
E01021797,"550,487.14","205,031.93",29,0,0
E01021798,"550,014.64","204,285.82",22,0,0
E01021799,"549,444.68","203,894.11",28,0,0
E01021800,"548,564.10","200,374.00",20,0,0
E01021801,"540,338.93","209,323.43",58,0,0
E01021803,"545,164.58","198,670.84",19,0,0
E01021804,"545,193.89","199,179.41",44,0,0
E01021805,"545,315.05","199,481.14",21,0,0
E01021806,"540,865.69","198,150.23",13,0,0
E01021812,"537,274.00","204,462.00",1,0,0
E01021819,"546,272.04","209,139.63",24,0,0
E01021820,"545,807.42","209,171.46",24,0,0
E01021821,"546,532.78","208,986.57",23,0,0
E01021822,"545,595.29","208,681.75",24,0,0
E01021823,"546,003.53","208,659.87",30,1,0
E01021824,"548,356.42","209,677.67",12,0,0
E01021825,"547,540.54","209,234.92",13,0,0
E01021826,"547,840.50","209,610.58",12,0,0
E01021827,"547,195.39","209,556.39",18,0,0
E01021828,"548,171.86","209,245.14",14,0,0
E01021829,"542,929.06","208,368.81",16,0,0
E01021830,"543,565.72","208,293.44",25,0,0
E01021831,"544,108.29","208,395.33",24,0,0
E01021832,"542,995.92","208,710.38",13,0,0
E01021833,"543,833.25","208,692.07",28,0,0
E01021834,"547,497.87","208,918.39",23,1,0
E01021835,"547,078.90","208,550.69",29,0,0
E01021836,"547,124.20","208,950.92",25,1,0
E01021837,"546,351.33","208,174.33",21,0,0
E01021838,"546,068.38","207,988.13",24,0,0
E01021839,"543,906.64","210,642.07",28,0,0
E01021840,"543,266.21","210,253.88",34,0,0
E01021841,"543,611.48","209,762.62",21,0,0
E01021842,"544,005.71","209,719.68",34,0,0
E01021843,"544,312.61","210,665.84",31,0,0
E01021844,"546,392.35","210,718.15",20,0,0
E01021845,"546,002.96","210,910.63",27,1,0
E01021846,"546,423.43","210,084.24",21,1,0
E01021847,"546,196.46","210,223.96",24,0,0
E01021848,"546,666.96","211,268.21",28,1,0
E01021849,"545,289.00","210,045.14",28,0,0
E01021850,"545,688.64","210,406.27",22,0,0
E01021851,"544,928.90","210,329.38",21,1,1
E01021852,"545,665.29","209,926.00",31,0,0
E01021853,"545,275.04","210,874.12",25,0,0
E01021854,"547,603.00","212,262.70",30,0,0
E01021855,"547,409.40","211,682.63",35,0,0
E01021856,"547,078.74","211,554.33",27,0,0
E01021857,"547,948.63","210,985.07",76,0,0
E01021858,"545,299.95","207,779.41",22,1,0
E01021859,"544,656.90","207,964.71",21,1,0
E01021860,"545,013.35","207,579.25",20,0,0
E01021861,"545,669.58","208,015.53",19,1,0
E01021862,"544,432.48","207,522.62",21,1,0
E01021863,"543,990.50","207,841.15",20,1,0
E01021864,"543,550.77","207,722.00",13,1,0
E01021865,"543,031.36","207,759.21",14,0,0
E01021866,"543,453.93","207,189.67",15,0,0
E01021867,"544,153.13","207,237.65",23,0,0
E01021868,"544,495.54","208,705.38",24,0,0
E01021869,"544,802.57","208,484.90",21,0,0
E01021870,"545,229.12","209,104.04",26,0,0
E01021871,"545,032.69","208,351.12",26,1,0
E01021872,"544,304.40","209,569.13",30,1,0
E01021920,"578,377.86","193,562.10",29,0,0
E01021968,"616,919.06","215,246.46",35,1,0
E01021969,"616,423.08","215,397.00",25,1,0
E01021970,"617,174.38","215,648.57",47,1,1
E01021972,"609,742.33","228,425.67",12,0,0
E01021973,"617,808.13","222,634.24",45,0,0
E01021974,"618,676.29","223,025.17",58,0,0
E01021975,"616,575.30","216,654.48",27,1,0
E01021976,"616,242.97","216,638.57",35,0,0
E01021977,"615,404.80","216,110.07",41,1,0
E01021978,"615,531.19","229,782.17",93,0,0
E01021984,"618,586.30","217,509.85",54,0,0
E01021985,"624,292.22","220,499.42",45,0,0
E01021986,"623,735.06","219,692.18",62,0,0
E01021987,"623,358.39","220,074.11",38,0,0
E01021988,"614,640.46","212,966.82",76,1,1
E01021989,"614,958.68","214,224.80",41,0,0
E01021990,"615,234.53","213,570.77",43,1,0
E01021991,"618,690.19","227,387.81",42,0,0
E01021992,"621,808.47","229,369.44",32,0,0
E01021994,"623,953.64","220,752.22",36,0,0
E01021995,"623,148.69","220,711.54",35,0,0
E01021996,"623,547.76","221,149.89",45,0,0
E01021997,"625,985.30","232,533.41",44,1,1
E01021998,"625,957.48","232,129.61",46,1,0
E01021999,"625,143.69","231,163.06",36,0,0
E01022000,"624,643.19","231,518.88",32,0,0
E01022001,"625,544.82","231,554.37",60,1,0
E01022002,"622,772.73","230,521.88",33,0,0
E01022004,"623,708.51","230,396.23",35,0,0
E01022005,"624,611.94","230,795.00",34,0,0
E01022006,"624,064.94","231,013.39",36,1,0
E01022007,"624,021.38","231,475.35",26,1,0
E01022008,"620,584.83","216,782.49",72,0,0
E01022009,"622,425.60","221,894.03",35,0,0
E01022010,"622,429.50","220,858.94",34,0,0
E01022011,"621,271.53","220,068.86",49,0,0
E01022012,"624,311.46","221,410.63",52,0,0
E01022013,"608,887.20","231,165.98",41,0,0
E01022014,"609,815.85","231,037.18",33,0,0
E01022015,"609,947.92","231,895.80",25,0,0
E01022016,"616,457.04","218,614.74",47,0,0
E01022017,"616,595.86","220,051.86",58,0,0
E01022018,"614,719.33","221,940.81",54,0,0
E01022019,"612,776.75","227,637.37",60,0,0
E01022020,"610,957.52","231,759.53",85,0,0
E01022021,"612,257.50","231,547.13",60,0,0
E01022022,"616,767.24","215,989.92",25,0,0
E01022023,"616,223.85","215,811.76",33,1,0
E01022024,"616,285.20","216,209.33",30,0,0
E01022025,"617,543.12","214,711.81",58,1,1
E01022026,"617,341.12","215,205.07",42,1,0
E01022027,"617,854.50","215,069.57",44,1,0
E01022028,"621,066.30","230,356.74",50,0,0
E01022030,"615,579.19","215,778.35",31,1,1
E01022031,"615,834.75","215,488.17",24,1,1
E01022032,"616,145.73","215,103.68",44,1,1
E01022033,"619,623.60","216,776.12",42,0,0
E01022034,"619,494.82","216,104.18",51,0,0
E01022035,"620,003.73","216,434.14",51,0,0
E01022036,"616,495.41","213,906.44",34,0,0
E01022037,"616,946.83","214,316.52",42,0,0
E01022038,"616,671.94","214,619.36",33,1,0
E01022039,"617,498.54","217,623.86",28,1,0
E01022040,"617,917.79","217,437.44",39,0,0
E01022041,"617,927.61","216,655.75",44,0,0
E01022042,"617,403.44","216,241.02",41,1,1
E01022043,"617,612.17","215,910.63",35,1,0
E01022044,"617,312.39","216,867.56",41,0,0
E01022045,"612,567.35","215,149.52",60,1,0
E01022046,"609,526.93","215,103.95",41,0,0
E01022047,"612,944.22","216,782.68",50,0,0
E01022048,"618,495.48","215,532.67",46,0,0
E01022049,"618,123.59","215,523.86",37,0,0
E01022050,"618,786.38","215,827.96",55,0,0
E01022054,"625,987.21","222,857.47",53,0,0
E01022055,"624,785.03","221,713.81",31,1,0
E01022056,"625,338.78","221,708.66",73,1,1
E01022057,"557,731.06","241,762.08",64,0,0
E01022059,"554,442.93","217,886.41",74,0,0
E01022060,"550,607.81","217,946.03",72,0,0
E01022061,"547,334.29","232,292.09",45,0,0
E01022062,"554,240.74","227,373.53",70,0,0
E01022063,"553,261.22","226,654.41",27,0,0
E01022064,"572,048.00","221,232.00",4,0,0
E01022070,"552,548.80","214,910.53",60,0,0
E01022071,"550,616.53","237,510.81",62,0,0
E01022072,"552,244.96","232,423.61",77,0,0
E01022073,"551,919.56","234,015.18",34,0,0
E01022074,"553,694.00","237,192.22",23,0,0
E01022075,"553,650.45","237,849.90",40,0,0
E01022076,"553,770.85","238,380.54",81,0,0
E01022077,"554,511.31","239,852.66",32,0,0
E01022078,"554,076.56","239,037.03",32,0,0
E01022079,"554,531.43","238,678.03",35,0,0
E01022080,"554,210.69","237,071.13",16,0,0
E01022081,"554,436.69","238,125.13",45,0,0
E01022082,"554,451.66","237,467.38",29,0,0
E01022083,"551,590.89","226,273.21",53,0,0
E01022084,"550,944.50","225,464.60",40,0,0
E01022085,"551,030.80","224,817.28",40,0,0
E01022086,"551,847.19","224,133.57",42,0,0
E01022087,"551,027.58","223,666.18",45,0,0
E01022089,"547,954.85","227,142.59",74,0,0
E01022090,"555,878.65","222,004.69",48,0,0
E01022091,"556,408.60","221,129.69",42,0,0
E01022094,"551,007.06","242,859.13",53,0,0
E01022095,"556,456.00","227,230.00",1,0,0
E01022096,"556,477.00","215,240.00",1,0,0
E01022097,"563,174.41","236,471.70",70,0,0
E01022098,"545,890.71","237,844.10",42,0,0
E01022099,"557,335.59","234,146.16",58,0,0
E01022100,"395,762.72","222,097.86",43,0,0
E01022101,"395,743.94","222,501.32",47,0,0
E01022102,"395,320.97","222,298.20",61,0,0
E01022103,"396,624.34","222,269.50",64,0,0
E01022104,"396,043.47","221,582.45",38,0,0
E01022105,"397,044.24","221,145.86",50,0,0
E01022106,"392,323.26","221,729.92",53,0,0
E01022107,"391,770.68","221,637.03",31,0,0
E01022108,"391,047.06","221,172.18",50,0,0
E01022109,"396,906.51","219,833.04",55,0,0
E01022110,"396,485.24","220,310.68",34,0,0
E01022111,"396,475.65","220,844.97",62,0,0
E01022112,"397,153.06","220,474.17",36,0,0
E01022113,"395,698.46","220,214.02",56,0,0
E01022114,"395,770.02","219,757.81",58,0,0
E01022115,"395,703.88","221,362.70",43,0,0
E01022116,"395,097.82","221,857.41",44,0,0
E01022117,"394,789.13","221,893.28",54,0,0
E01022118,"395,146.54","220,820.57",37,0,0
E01022119,"394,728.91","220,992.23",35,0,0
E01022120,"392,319.38","223,308.64",50,1,1
E01022121,"392,346.82","222,911.39",57,1,0
E01022122,"391,775.69","222,951.69",48,1,1
E01022123,"391,483.00","222,239.53",51,0,0
E01022124,"394,018.94","222,177.38",32,0,0
E01022125,"393,505.45","221,884.00",38,0,0
E01022126,"394,289.41","221,915.11",37,0,0
E01022127,"394,560.22","222,423.83",58,0,0
E01022128,"394,195.56","220,034.51",63,0,0
E01022129,"394,843.50","219,788.45",58,0,0
E01022130,"394,538.98","220,620.80",55,0,0
E01022131,"396,433.63","223,347.55",38,1,0
E01022132,"396,713.05","223,023.82",38,0,0
E01022133,"396,371.29","222,757.54",24,1,1
E01022134,"396,001.45","222,907.10",40,0,0
E01022135,"393,290.88","221,326.58",40,0,0
E01022136,"393,917.61","221,457.25",44,0,0
E01022137,"394,415.67","221,384.51",79,0,0
E01022138,"394,120.01","220,904.74",68,0,0
E01022139,"395,195.79","223,863.89",38,0,0
E01022140,"395,761.54","223,456.41",37,0,0
E01022141,"395,317.29","223,019.94",48,0,0
E01022142,"395,388.33","222,719.65",43,0,0
E01022143,"395,652.88","224,121.71",42,0,0
E01022144,"396,553.91","223,904.74",35,0,0
E01022145,"397,072.16","223,536.48",31,0,0
E01022146,"397,353.60","223,805.88",42,0,0
E01022147,"392,204.95","222,363.50",60,1,1
E01022148,"392,581.30","222,126.70",47,0,0
E01022149,"392,994.38","222,760.10",42,0,0
E01022150,"393,072.45","222,342.59",44,0,0
E01022151,"394,253.24","223,298.05",42,1,0
E01022152,"394,501.76","223,157.12",25,1,1
E01022153,"394,861.93","222,853.42",43,0,0
E01022154,"394,800.51","223,160.62",45,0,0
E01022155,"393,319.18","223,133.70",33,0,0
E01022156,"393,662.66","222,589.34",35,0,0
E01022157,"392,986.90","223,460.90",40,1,1
E01022158,"394,202.22","222,774.96",50,0,0
E01022159,"392,751.57","223,690.57",37,1,0
E01022160,"392,260.77","223,888.89",47,1,1
E01022161,"391,820.54","223,831.31",35,1,0
E01022162,"391,644.28","223,293.72",46,0,0
E01022163,"393,983.35","224,234.50",26,0,0
E01022164,"393,892.89","223,532.93",46,1,1
E01022165,"393,372.98","224,769.50",44,0,0
E01022166,"394,403.32","224,457.77",22,0,0
E01022167,"391,727.24","220,683.06",34,0,0
E01022168,"392,008.58","221,070.58",31,0,0
E01022169,"392,405.52","220,809.55",29,0,0
E01022170,"392,307.12","220,377.68",34,0,0
E01022171,"392,989.85","220,120.67",27,0,0
E01022172,"393,371.48","220,327.26",42,0,0
E01022173,"392,627.85","221,066.38",39,0,0
E01022174,"392,972.66","220,844.13",32,0,0
E01022175,"408,803.08","210,707.85",13,0,0
E01022177,"419,315.82","225,774.24",72,0,0
E01022178,"422,464.75","226,567.63",51,0,0
E01022179,"417,298.24","235,602.21",109,0,0
E01022180,"417,043.78","221,130.88",41,0,0
E01022181,"416,373.46","220,369.42",65,0,0
E01022182,"412,750.72","239,289.26",57,0,0
E01022183,"415,254.90","239,206.51",63,0,0
E01022184,"416,630.31","240,509.83",81,0,0
E01022185,"415,976.75","243,921.80",40,0,0
E01022186,"404,584.08","214,165.27",79,0,0
E01022187,"397,284.95","215,301.24",21,0,0
E01022201,"396,181.37","212,151.63",19,0,0
E01022205,"419,417.86","230,856.60",101,0,0
E01022206,"378,884.80","193,192.80",5,0,0
E01022211,"420,548.35","232,448.29",66,0,0
E01022212,"420,990.86","232,165.30",50,0,0
E01022213,"411,385.24","214,510.50",72,0,0
E01022214,"420,264.71","219,891.78",51,0,0
E01022215,"417,072.19","212,979.42",62,0,0
E01022216,"404,360.47","219,842.88",77,0,0
E01022222,"413,316.19","224,917.46",109,0,0
E01022226,"363,138.16","202,793.05",43,0,0
E01022227,"361,033.33","201,970.45",66,0,0
E01022228,"367,403.26","207,207.83",70,0,0
E01022229,"357,514.03","212,484.89",38,0,0
E01022230,"369,073.21","218,963.83",70,0,0
E01022231,"360,821.68","205,916.55",44,0,0
E01022232,"360,200.26","205,919.06",54,0,0
E01022233,"369,766.03","231,643.23",64,0,0
E01022234,"357,531.88","213,416.56",68,0,0
E01022235,"372,233.20","219,319.06",49,0,0
E01022236,"365,906.09","213,721.20",66,0,0
E01022237,"366,024.77","214,296.19",48,0,0
E01022238,"365,061.56","213,931.33",36,1,0
E01022239,"365,416.63","213,287.40",48,0,0
E01022240,"365,388.51","214,385.20",61,0,0
E01022241,"357,683.72","210,836.61",54,0,0
E01022242,"357,169.32","211,115.41",41,1,0
E01022243,"358,783.97","210,693.51",37,0,0
E01022244,"358,839.60","211,599.74",42,0,0
E01022245,"357,897.07","210,034.03",30,1,0
E01022246,"358,549.13","209,502.81",32,0,0
E01022247,"378,995.28","226,337.86",50,0,0
E01022248,"357,222.81","201,036.43",70,0,0
E01022249,"366,206.36","212,431.70",74,0,0
E01022250,"366,078.75","212,830.51",61,0,0
E01022251,"361,277.41","217,227.53",49,0,0
E01022252,"362,945.95","216,708.52",60,0,0
E01022253,"360,118.11","215,902.23",65,0,0
E01022254,"364,123.70","202,813.92",37,1,0
E01022255,"364,099.94","203,666.58",33,0,0
E01022256,"363,671.21","203,252.04",53,0,0
E01022257,"363,859.48","204,464.17",42,0,0
E01022258,"366,473.17","218,545.42",36,0,0
E01022259,"366,267.88","218,302.68",56,0,0
E01022260,"364,632.07","217,605.07",70,0,0
E01022261,"371,877.09","225,688.56",45,0,0
E01022262,"372,388.73","225,835.71",52,0,0
E01022263,"355,293.11","205,642.59",94,0,0
E01022264,"357,814.67","208,072.20",45,0,0
E01022265,"369,160.41","212,222.50",88,0,0
E01022266,"372,945.46","214,548.00",50,0,0
E01022267,"371,755.00","226,335.72",75,0,0
E01022268,"362,918.57","206,618.68",60,0,0
E01022269,"363,118.20","207,322.81",80,0,0
E01022270,"376,483.30","230,443.85",84,0,0
E01022271,"373,135.64","222,562.29",45,0,0
E01022272,"354,454.23","193,579.88",26,1,0
E01022273,"354,792.33","192,222.97",30,0,0
E01022274,"355,091.65","196,181.45",51,0,0
E01022275,"353,989.53","194,545.45",49,0,0
E01022350,"381,144.50","201,536.50",2,0,0
E01022351,"367,898.17","202,438.15",48,0,0
E01022352,"368,820.60","200,460.57",47,0,0
E01022353,"368,377.20","199,488.33",45,0,0
E01022359,"374,783.02","199,730.51",43,0,0
E01022360,"375,845.25","199,582.22",36,0,0
E01022361,"375,073.96","200,064.50",28,0,0
E01022362,"373,837.92","199,803.21",39,0,0
E01022363,"374,736.68","200,720.02",47,0,0
E01022364,"374,302.32","199,801.03",34,0,0
E01022370,"379,337.53","198,964.73",49,0,0
E01022371,"377,712.00","200,819.18",38,0,0
E01022372,"375,357.12","198,265.15",52,0,0
E01022373,"376,376.67","197,603.47",45,0,0
E01022374,"375,891.20","197,820.12",60,0,0
E01022375,"375,196.44","199,139.92",25,1,0
E01022376,"378,788.47","206,136.86",72,0,0
E01022380,"381,478.57","210,411.19",21,0,0
E01022381,"375,426.19","190,974.51",57,0,0
E01022398,"373,040.00","201,482.50",2,0,0
E01022400,"380,239.91","205,147.23",35,0,0
E01022401,"380,823.34","205,664.93",29,0,0
E01022402,"380,627.52","206,095.08",25,0,0
E01022403,"380,270.14","205,760.68",28,0,0
E01022404,"380,914.07","204,984.02",42,0,0
E01022405,"381,009.97","203,426.15",39,0,0
E01022406,"381,541.69","203,343.69",29,0,0
E01022407,"379,993.33","203,601.25",52,0,0
E01022413,"369,930.08","197,412.52",91,0,0
E01022415,"375,066.74","195,012.37",65,0,0
E01022416,"376,298.53","192,992.30",30,0,0
E01022417,"376,060.85","193,247.17",41,0,0
E01022418,"375,462.32","193,355.84",57,0,0
E01022420,"390,321.61","221,382.59",41,0,0
E01022432,"395,772.33","226,860.69",48,0,0
E01022433,"396,874.96","227,431.96",52,0,0
E01022434,"397,794.10","226,371.52",69,0,0
E01022435,"396,325.51","227,495.73",49,0,0
E01022436,"395,916.63","227,871.48",54,0,0
E01022437,"395,482.97","227,504.27",30,0,0
E01022438,"395,297.57","227,427.37",30,0,0
E01022439,"395,193.08","227,861.13",24,0,0
E01022441,"389,479.10","227,075.69",48,0,0
E01022442,"387,616.44","227,013.54",41,0,0
E01022445,"383,258.97","228,533.53",62,0,0
E01022449,"403,538.84","234,196.52",64,0,0
E01022450,"392,417.73","233,918.27",41,0,0
E01022451,"392,022.31","234,358.81",32,0,0
E01022452,"392,032.53","233,918.93",15,0,0
E01022453,"394,560.14","229,348.16",44,0,0
E01022454,"392,283.19","218,565.09",57,0,0
E01022455,"390,748.04","233,029.54",48,0,0
E01022456,"389,418.83","231,211.94",35,0,0
E01022457,"389,423.38","231,819.16",37,1,0
E01022458,"389,531.48","232,234.58",33,1,0
E01022459,"389,294.56","232,792.19",98,0,0
E01022460,"389,687.22","233,194.78",65,0,0
E01022461,"390,155.33","233,633.59",27,0,0
E01022462,"389,593.44","236,550.87",45,0,0
E01022463,"403,111.70","227,118.79",66,0,0
E01022464,"402,052.23","228,448.48",40,0,0
E01022465,"400,852.09","230,865.16",55,0,0
E01022466,"403,519.20","229,925.55",49,0,0
E01022467,"466,982.35","153,025.65",52,0,0
E01022468,"468,928.55","152,517.70",64,0,0
E01022469,"466,915.71","152,286.44",34,0,0
E01022470,"466,135.41","153,922.16",32,0,0
E01022471,"465,785.46","153,345.08",24,0,0
E01022472,"457,415.95","160,429.95",43,0,0
E01022473,"458,034.00","162,341.44",27,0,0
E01022474,"461,779.47","149,975.71",17,0,0
E01022475,"462,588.78","149,739.89",18,0,0
E01022476,"462,486.09","150,279.32",22,0,0
E01022477,"461,593.53","149,264.67",15,0,0
E01022478,"461,328.07","149,613.07",15,0,0
E01022479,"461,931.46","149,565.00",13,0,0
E01022480,"462,320.67","149,613.00",9,0,0
E01022481,"462,992.69","151,349.14",36,0,0
E01022482,"462,922.11","151,729.07",27,0,0
E01022484,"461,128.68","151,281.63",19,0,0
E01022485,"460,644.37","151,114.05",19,1,0
E01022486,"460,427.36","151,498.12",33,0,0
E01022487,"460,871.38","151,453.95",21,1,0
E01022488,"449,153.84","159,362.32",50,0,0
E01022489,"447,063.25","161,392.14",84,0,0
E01022490,"466,958.20","158,523.84",49,0,0
E01022491,"465,845.32","159,302.50",34,0,0
E01022492,"468,529.45","157,965.99",69,0,0
E01022493,"463,491.00","160,275.00",1,0,0
E01022494,"465,729.21","154,721.88",33,0,0
E01022495,"465,439.29","155,093.47",17,0,0
E01022496,"466,460.77","156,140.86",35,0,0
E01022497,"465,929.05","155,564.05",21,0,0
E01022498,"466,275.22","155,307.04",23,0,0
E01022499,"443,487.61","162,144.83",36,0,0
E01022500,"442,033.23","162,264.68",75,0,0
E01022502,"464,618.69","152,102.67",48,0,0
E01022503,"463,617.81","151,695.66",53,0,0
E01022504,"463,704.88","150,772.00",34,0,0
E01022505,"463,069.78","150,577.34",41,0,0
E01022506,"464,927.17","151,393.25",12,0,0
E01022507,"464,309.39","151,091.74",31,0,0
E01022509,"460,741.79","149,361.10",29,0,0
E01022510,"461,389.12","148,772.00",17,0,0
E01022511,"460,836.53","148,980.94",17,0,0
E01022512,"460,991.00","148,395.94",16,0,0
E01022513,"444,140.93","160,713.50",68,0,0
E01022514,"441,501.16","152,019.70",116,0,0
E01022515,"461,120.11","150,525.23",35,0,0
E01022516,"460,270.71","150,467.16",38,0,0
E01022517,"459,902.42","149,851.97",38,0,0
E01022518,"459,885.35","149,186.22",37,0,0
E01022519,"460,365.27","149,613.88",33,0,0
E01022520,"453,314.20","157,702.73",64,0,0
E01022521,"452,675.83","158,756.09",54,0,0
E01022522,"452,718.61","161,446.20",76,0,0
E01022523,"464,489.62","153,197.43",37,1,0
E01022524,"464,081.63","153,472.31",32,0,0
E01022525,"463,447.22","153,276.58",36,0,0
E01022526,"463,249.50","152,916.50",28,0,0
E01022527,"463,993.33","152,927.42",33,0,0
E01022528,"457,612.46","150,878.71",24,0,0
E01022529,"457,072.70","150,328.74",47,0,0
E01022530,"457,602.58","150,081.03",33,0,0
E01022531,"458,164.62","151,255.76",45,0,0
E01022532,"457,488.77","146,176.20",61,0,0
E01022533,"451,568.37","149,144.48",81,0,0
E01022534,"451,422.81","149,577.38",32,0,0
E01022535,"451,553.15","149,357.15",47,0,0
E01022536,"461,374.28","160,149.31",39,0,0
E01022537,"461,318.81","162,396.06",31,0,0
E01022539,"464,115.22","154,644.67",9,0,0
E01022540,"464,213.19","154,032.76",21,1,0
E01022542,"463,546.33","153,923.00",12,0,0
E01022543,"462,919.00","153,830.31",16,0,0
E01022546,"464,434.41","158,310.08",49,0,0
E01022547,"460,882.49","156,310.43",75,0,0
E01022548,"461,976.21","150,766.42",33,0,0
E01022549,"461,453.32","151,097.29",41,1,0
E01022550,"461,979.42","151,284.36",45,1,0
E01022551,"461,494.31","151,664.59",32,0,0
E01022552,"462,305.28","151,466.07",29,0,0
E01022553,"459,508.26","161,872.23",35,0,0
E01022554,"458,796.25","162,124.50",36,0,0
E01022555,"459,929.58","161,932.02",43,0,0
E01022556,"458,929.21","162,442.97",29,0,0
E01022557,"460,486.80","161,733.43",44,0,0
E01022558,"460,014.14","161,152.24",21,0,0
E01022559,"460,560.70","161,009.06",33,0,0
E01022560,"459,581.72","161,091.55",29,0,0
E01022561,"462,605.87","143,626.99",90,0,0
E01022562,"467,293.88","148,442.42",66,0,0
E01022563,"446,723.98","148,676.56",61,0,0
E01022564,"445,535.15","147,707.58",73,0,0
E01022565,"446,150.21","148,478.29",42,0,0
E01022566,"461,028.16","152,813.04",25,0,0
E01022567,"461,765.95","152,855.60",20,0,0
E01022568,"461,333.59","152,452.68",22,0,0
E01022569,"460,573.05","152,034.72",39,0,0
E01022570,"461,325.40","153,179.00",35,0,0
E01022571,"471,434.00","140,066.23",26,0,0
E01022572,"471,165.33","139,782.56",18,0,0
E01022573,"472,183.70","139,029.49",63,0,0
E01022574,"472,242.61","139,924.53",38,0,0
E01022575,"472,047.55","140,228.31",29,1,0
E01022576,"471,875.50","139,477.13",70,0,0
E01022577,"471,551.86","139,196.22",51,0,0
E01022578,"470,982.15","138,852.59",78,0,0
E01022579,"472,136.89","140,787.93",27,0,0
E01022580,"471,782.89","140,523.61",28,0,0
E01022581,"479,156.14","143,915.08",64,0,0
E01022582,"478,804.08","141,373.63",64,0,0
E01022583,"484,454.13","131,084.50",38,0,0
E01022584,"484,230.24","131,572.11",38,0,0
E01022585,"485,184.58","132,459.10",52,0,0
E01022586,"482,702.06","132,729.31",54,0,0
E01022587,"483,835.24","131,695.26",38,0,0
E01022591,"468,295.06","138,132.36",113,0,0
E01022592,"470,199.75","121,767.07",134,0,0
E01022593,"467,443.42","134,623.55",31,0,0
E01022594,"466,880.89","135,638.71",38,0,0
E01022595,"466,375.16","134,625.55",44,0,0
E01022596,"465,378.20","136,433.29",45,0,0
E01022597,"472,265.86","126,468.54",136,0,0
E01022599,"487,366.26","135,366.74",50,0,0
E01022600,"483,173.71","136,270.47",66,0,0
E01022601,"482,017.75","135,835.03",63,0,0
E01022602,"484,132.46","136,049.04",48,0,0
E01022603,"483,185.32","137,662.14",44,0,0
E01022604,"472,946.92","143,064.32",75,0,0
E01022605,"473,456.60","140,844.03",35,0,0
E01022615,"480,868.63","136,144.40",75,0,0
E01022616,"478,012.89","127,598.54",46,0,0
E01022617,"477,263.71","127,877.81",48,0,0
E01022618,"478,677.07","127,317.64",84,0,0
E01022619,"474,116.75","123,954.38",32,0,0
E01022620,"473,928.14","123,552.09",22,0,0
E01022621,"474,180.92","122,873.40",25,0,0
E01022622,"474,342.86","122,516.76",29,0,0
E01022623,"475,895.88","122,993.98",50,0,0
E01022624,"475,516.22","123,446.08",49,0,0
E01022625,"475,387.43","124,199.69",81,0,0
E01022627,"467,150.52","132,018.03",101,0,0
E01022630,"476,239.72","135,667.18",142,0,0
E01022631,"476,392.12","130,374.87",78,0,0
E01022632,"478,415.87","128,910.17",23,0,0
E01022633,"479,841.31","134,775.23",26,0,0
E01022634,"479,894.35","135,109.47",34,0,0
E01022635,"480,350.86","134,982.48",21,1,0
E01022636,"480,457.12","135,455.15",26,0,0
E01022639,"479,818.45","135,743.27",22,0,0
E01022640,"479,771.96","136,452.83",24,0,0
E01022641,"479,510.84","134,309.00",25,0,0
E01022642,"479,842.00","133,626.48",25,0,0
E01022643,"447,880.69","118,722.53",32,0,0
